Disease,Description,Total_Symptoms,All_Symptoms,Symptom_1,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Average_Symptom_Weight,Max_Symptom_Weight,Min_Symptom_Weight,Symptom_10_Weight,Symptom_11_Weight,Symptom_12_Weight,Symptom_13_Weight,Symptom_14_Weight,Symptom_15_Weight,Symptom_16_Weight,Symptom_17_Weight,Symptom_1_Weight,Symptom_2_Weight,Symptom_3_Weight,Symptom_4_Weight,Symptom_5_Weight,Symptom_6_Weight,Symptom_7_Weight,Symptom_8_Weight,Symptom_9_Weight,Total_Symptom_Weight,Average_Symptom_Weight,Max_Symptom_Weight,Min_Symptom_Weight,Total_Symptom_Weight,Weight_Std,All_Precautions,Precaution_1,Precaution_2,Precaution_3,Precaution_4
Hepatitis B,"Hepatitis B is an infection of your liver. It can cause scarring of the organ, liver failure, and cancer. It can be fatal if it isn't treated. It's spread when people come in contact with the blood, open sores, or body fluids of someone who has the hepatitis B virus.",11,"fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections",fatigue,receiving_blood_transfusion,receiving_unsterile_injections,,,,,,,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,3.8181818181818183,6.0,2.0,5.0,2.0,,,,,,,4,2.0,3.0,4.0,4.0,4.0,4.0,4.0,6.0,42.0,3.8181818181818183,6.0,2.0,42.0,1.1677484162422844,"consult nearest hospital, vaccination, eat healthy, medication",consult nearest hospital,vaccination,eat healthy,medication
Hepatitis B,"Hepatitis B is an infection of your liver. It can cause scarring of the organ, liver failure, and cancer. It can be fatal if it isn't treated. It's spread when people come in contact with the blood, open sores, or body fluids of someone who has the hepatitis B virus.",11,"itching, lethargy, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections",itching,receiving_blood_transfusion,receiving_unsterile_injections,,,,,,,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,3.5454545454545454,6.0,1.0,5.0,2.0,,,,,,,1,2.0,3.0,4.0,4.0,4.0,4.0,4.0,6.0,39.0,3.5454545454545454,6.0,1.0,39.0,1.439696937805757,"consult nearest hospital, vaccination, eat healthy, medication",consult nearest hospital,vaccination,eat healthy,medication
Hepatitis B,"Hepatitis B is an infection of your liver. It can cause scarring of the organ, liver failure, and cancer. It can be fatal if it isn't treated. It's spread when people come in contact with the blood, open sores, or body fluids of someone who has the hepatitis B virus.",11,"itching, fatigue, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections",itching,receiving_blood_transfusion,receiving_unsterile_injections,,,,,,,fatigue,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,3.727272727272727,6.0,1.0,5.0,2.0,,,,,,,1,4.0,3.0,4.0,4.0,4.0,4.0,4.0,6.0,41.0,3.727272727272727,6.0,1.0,41.0,1.3483997249264843,"consult nearest hospital, vaccination, eat healthy, medication",consult nearest hospital,vaccination,eat healthy,medication
Hepatitis B,"Hepatitis B is an infection of your liver. It can cause scarring of the organ, liver failure, and cancer. It can be fatal if it isn't treated. It's spread when people come in contact with the blood, open sores, or body fluids of someone who has the hepatitis B virus.",11,"itching, fatigue, lethargy, dark_urine, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections",itching,receiving_blood_transfusion,receiving_unsterile_injections,,,,,,,fatigue,lethargy,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,3.6363636363636362,6.0,1.0,5.0,2.0,,,,,,,1,4.0,2.0,4.0,4.0,4.0,4.0,4.0,6.0,40.0,3.6363636363636362,6.0,1.0,40.0,1.433368568981982,"consult nearest hospital, vaccination, eat healthy, medication",consult nearest hospital,vaccination,eat healthy,medication
Hepatitis B,"Hepatitis B is an infection of your liver. It can cause scarring of the organ, liver failure, and cancer. It can be fatal if it isn't treated. It's spread when people come in contact with the blood, open sores, or body fluids of someone who has the hepatitis B virus.",11,"itching, fatigue, lethargy, yellowish_skin, loss_of_appetite, abdominal_pain, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections",itching,receiving_blood_transfusion,receiving_unsterile_injections,,,,,,,fatigue,lethargy,yellowish_skin,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,3.5454545454545454,6.0,1.0,5.0,2.0,,,,,,,1,4.0,2.0,3.0,4.0,4.0,4.0,4.0,6.0,39.0,3.5454545454545454,6.0,1.0,39.0,1.4396969378057567,"consult nearest hospital, vaccination, eat healthy, medication",consult nearest hospital,vaccination,eat healthy,medication
Hepatitis B,"Hepatitis B is an infection of your liver. It can cause scarring of the organ, liver failure, and cancer. It can be fatal if it isn't treated. It's spread when people come in contact with the blood, open sores, or body fluids of someone who has the hepatitis B virus.",11,"itching, fatigue, lethargy, yellowish_skin, dark_urine, abdominal_pain, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections",itching,receiving_blood_transfusion,receiving_unsterile_injections,,,,,,,fatigue,lethargy,yellowish_skin,dark_urine,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,3.5454545454545454,6.0,1.0,5.0,2.0,,,,,,,1,4.0,2.0,3.0,4.0,4.0,4.0,4.0,6.0,39.0,3.5454545454545454,6.0,1.0,39.0,1.4396969378057567,"consult nearest hospital, vaccination, eat healthy, medication",consult nearest hospital,vaccination,eat healthy,medication
Hepatitis B,"Hepatitis B is an infection of your liver. It can cause scarring of the organ, liver failure, and cancer. It can be fatal if it isn't treated. It's spread when people come in contact with the blood, open sores, or body fluids of someone who has the hepatitis B virus.",11,"itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, yellow_urine, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections",itching,receiving_blood_transfusion,receiving_unsterile_injections,,,,,,,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,yellow_urine,yellowing_of_eyes,malaise,3.5454545454545454,6.0,1.0,5.0,2.0,,,,,,,1,4.0,2.0,3.0,4.0,4.0,4.0,4.0,6.0,39.0,3.5454545454545454,6.0,1.0,39.0,1.4396969378057567,"consult nearest hospital, vaccination, eat healthy, medication",consult nearest hospital,vaccination,eat healthy,medication
Hepatitis B,"Hepatitis B is an infection of your liver. It can cause scarring of the organ, liver failure, and cancer. It can be fatal if it isn't treated. It's spread when people come in contact with the blood, open sores, or body fluids of someone who has the hepatitis B virus.",11,"itching, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain, yellowing_of_eyes, malaise, receiving_blood_transfusion, receiving_unsterile_injections",itching,receiving_blood_transfusion,receiving_unsterile_injections,,,,,,,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellowing_of_eyes,malaise,3.5454545454545454,6.0,1.0,5.0,2.0,,,,,,,1,4.0,2.0,3.0,4.0,4.0,4.0,4.0,6.0,39.0,3.5454545454545454,6.0,1.0,39.0,1.4396969378057567,"consult nearest hospital, vaccination, eat healthy, medication",consult nearest hospital,vaccination,eat healthy,medication
Hepatitis C,"Inflammation of the liver due to the hepatitis C virus (HCV), which is usually spread via blood transfusion (rare), hemodialysis, and needle sticks. The damage hepatitis C does to the liver can lead to cirrhosis and its complications as well as cancer.",5,"fatigue, yellowish_skin, nausea, loss_of_appetite, family_history",fatigue,,,,,,,,,yellowish_skin,nausea,loss_of_appetite,family_history,,,,,4.2,5.0,3.0,,,,,,,,,4,3.0,5.0,4.0,5.0,,,,,21.0,4.2,5.0,3.0,21.0,0.8366600265340756,"Consult nearest hospital, vaccination, eat healthy, medication",Consult nearest hospital,vaccination,eat healthy,medication
Hepatitis C,"Inflammation of the liver due to the hepatitis C virus (HCV), which is usually spread via blood transfusion (rare), hemodialysis, and needle sticks. The damage hepatitis C does to the liver can lead to cirrhosis and its complications as well as cancer.",6,"fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history",fatigue,,,,,,,,,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history,,,,4.166666666666667,5.0,3.0,,,,,,,,,4,3.0,5.0,4.0,4.0,5.0,,,,25.0,4.166666666666667,5.0,3.0,25.0,0.752772652709081,"Consult nearest hospital, vaccination, eat healthy, medication",Consult nearest hospital,vaccination,eat healthy,medication
Hepatitis C,"Inflammation of the liver due to the hepatitis C virus (HCV), which is usually spread via blood transfusion (rare), hemodialysis, and needle sticks. The damage hepatitis C does to the liver can lead to cirrhosis and its complications as well as cancer.",5,"yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history",yellowish_skin,,,,,,,,,nausea,loss_of_appetite,yellowing_of_eyes,family_history,,,,,4.2,5.0,3.0,,,,,,,,,3,5.0,4.0,4.0,5.0,,,,,21.0,4.2,5.0,3.0,21.0,0.8366600265340756,"Consult nearest hospital, vaccination, eat healthy, medication",Consult nearest hospital,vaccination,eat healthy,medication
Hepatitis C,"Inflammation of the liver due to the hepatitis C virus (HCV), which is usually spread via blood transfusion (rare), hemodialysis, and needle sticks. The damage hepatitis C does to the liver can lead to cirrhosis and its complications as well as cancer.",5,"fatigue, nausea, loss_of_appetite, yellowing_of_eyes, family_history",fatigue,,,,,,,,,nausea,loss_of_appetite,yellowing_of_eyes,family_history,,,,,4.4,5.0,4.0,,,,,,,,,4,5.0,4.0,4.0,5.0,,,,,22.0,4.4,5.0,4.0,22.0,0.5477225575051662,"Consult nearest hospital, vaccination, eat healthy, medication",Consult nearest hospital,vaccination,eat healthy,medication
Hepatitis C,"Inflammation of the liver due to the hepatitis C virus (HCV), which is usually spread via blood transfusion (rare), hemodialysis, and needle sticks. The damage hepatitis C does to the liver can lead to cirrhosis and its complications as well as cancer.",5,"fatigue, yellowish_skin, loss_of_appetite, yellowing_of_eyes, family_history",fatigue,,,,,,,,,yellowish_skin,loss_of_appetite,yellowing_of_eyes,family_history,,,,,4.0,5.0,3.0,,,,,,,,,4,3.0,4.0,4.0,5.0,,,,,20.0,4.0,5.0,3.0,20.0,0.7071067811865476,"Consult nearest hospital, vaccination, eat healthy, medication",Consult nearest hospital,vaccination,eat healthy,medication
Hepatitis C,"Inflammation of the liver due to the hepatitis C virus (HCV), which is usually spread via blood transfusion (rare), hemodialysis, and needle sticks. The damage hepatitis C does to the liver can lead to cirrhosis and its complications as well as cancer.",5,"fatigue, yellowish_skin, nausea, yellowing_of_eyes, family_history",fatigue,,,,,,,,,yellowish_skin,nausea,yellowing_of_eyes,family_history,,,,,4.2,5.0,3.0,,,,,,,,,4,3.0,5.0,4.0,5.0,,,,,21.0,4.2,5.0,3.0,21.0,0.8366600265340756,"Consult nearest hospital, vaccination, eat healthy, medication",Consult nearest hospital,vaccination,eat healthy,medication
Hepatitis C,"Inflammation of the liver due to the hepatitis C virus (HCV), which is usually spread via blood transfusion (rare), hemodialysis, and needle sticks. The damage hepatitis C does to the liver can lead to cirrhosis and its complications as well as cancer.",5,"fatigue, yellowish_skin, nausea, loss_of_appetite, family_history",fatigue,,,,,,,,,yellowish_skin,nausea,loss_of_appetite,family_history,,,,,4.2,5.0,3.0,,,,,,,,,4,3.0,5.0,4.0,5.0,,,,,21.0,4.2,5.0,3.0,21.0,0.8366600265340756,"Consult nearest hospital, vaccination, eat healthy, medication",Consult nearest hospital,vaccination,eat healthy,medication
Hepatitis C,"Inflammation of the liver due to the hepatitis C virus (HCV), which is usually spread via blood transfusion (rare), hemodialysis, and needle sticks. The damage hepatitis C does to the liver can lead to cirrhosis and its complications as well as cancer.",5,"fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes",fatigue,,,,,,,,,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,,,,,4.0,5.0,3.0,,,,,,,,,4,3.0,5.0,4.0,4.0,,,,,20.0,4.0,5.0,3.0,20.0,0.7071067811865476,"Consult nearest hospital, vaccination, eat healthy, medication",Consult nearest hospital,vaccination,eat healthy,medication
Hepatitis C,"Inflammation of the liver due to the hepatitis C virus (HCV), which is usually spread via blood transfusion (rare), hemodialysis, and needle sticks. The damage hepatitis C does to the liver can lead to cirrhosis and its complications as well as cancer.",6,"fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history",fatigue,,,,,,,,,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history,,,,4.166666666666667,5.0,3.0,,,,,,,,,4,3.0,5.0,4.0,4.0,5.0,,,,25.0,4.166666666666667,5.0,3.0,25.0,0.752772652709081,"Consult nearest hospital, vaccination, eat healthy, medication",Consult nearest hospital,vaccination,eat healthy,medication
Hepatitis C,"Inflammation of the liver due to the hepatitis C virus (HCV), which is usually spread via blood transfusion (rare), hemodialysis, and needle sticks. The damage hepatitis C does to the liver can lead to cirrhosis and its complications as well as cancer.",6,"fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history",fatigue,,,,,,,,,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history,,,,4.166666666666667,5.0,3.0,,,,,,,,,4,3.0,5.0,4.0,4.0,5.0,,,,25.0,4.166666666666667,5.0,3.0,25.0,0.752772652709081,"Consult nearest hospital, vaccination, eat healthy, medication",Consult nearest hospital,vaccination,eat healthy,medication
Hepatitis D,"Hepatitis D, also known as the hepatitis delta virus, is an infection that causes the liver to become inflamed. This swelling can impair liver function and cause long-term liver problems, including liver scarring and cancer. The condition is caused by the hepatitis D virus (HDV).",9,"joint_pain, vomiting, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes",joint_pain,,,,,,,,,vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,4.0,5.0,3.0,,,,,,,,,3,5.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,36.0,4.0,5.0,3.0,36.0,0.7071067811865476,"consult doctor, medication, eat healthy, follow up",consult doctor,medication,eat healthy,follow up
Hepatitis D,"Hepatitis D, also known as the hepatitis delta virus, is an infection that causes the liver to become inflamed. This swelling can impair liver function and cause long-term liver problems, including liver scarring and cancer. The condition is caused by the hepatitis D virus (HDV).",8,"vomiting, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes",vomiting,,,,,,,,,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,,4.125,5.0,3.0,,,,,,,,,5,4.0,3.0,4.0,5.0,4.0,4.0,4.0,,33.0,4.125,5.0,3.0,33.0,0.6408699444616557,"consult doctor, medication, eat healthy, follow up",consult doctor,medication,eat healthy,follow up
Hepatitis D,"Hepatitis D, also known as the hepatitis delta virus, is an infection that causes the liver to become inflamed. This swelling can impair liver function and cause long-term liver problems, including liver scarring and cancer. The condition is caused by the hepatitis D virus (HDV).",8,"joint_pain, fatigue, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes",joint_pain,,,,,,,,,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,,3.875,5.0,3.0,,,,,,,,,3,4.0,3.0,4.0,5.0,4.0,4.0,4.0,,31.0,3.875,5.0,3.0,31.0,0.6408699444616557,"consult doctor, medication, eat healthy, follow up",consult doctor,medication,eat healthy,follow up
Hepatitis D,"Hepatitis D, also known as the hepatitis delta virus, is an infection that causes the liver to become inflamed. This swelling can impair liver function and cause long-term liver problems, including liver scarring and cancer. The condition is caused by the hepatitis D virus (HDV).",8,"joint_pain, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes",joint_pain,,,,,,,,,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,,4.0,5.0,3.0,,,,,,,,,3,5.0,3.0,4.0,5.0,4.0,4.0,4.0,,32.0,4.0,5.0,3.0,32.0,0.7559289460184544,"consult doctor, medication, eat healthy, follow up",consult doctor,medication,eat healthy,follow up
Hepatitis D,"Hepatitis D, also known as the hepatitis delta virus, is an infection that causes the liver to become inflamed. This swelling can impair liver function and cause long-term liver problems, including liver scarring and cancer. The condition is caused by the hepatitis D virus (HDV).",8,"joint_pain, vomiting, fatigue, dark_urine, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes",joint_pain,,,,,,,,,vomiting,fatigue,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,,4.125,5.0,3.0,,,,,,,,,3,5.0,4.0,4.0,5.0,4.0,4.0,4.0,,33.0,4.125,5.0,3.0,33.0,0.6408699444616557,"consult doctor, medication, eat healthy, follow up",consult doctor,medication,eat healthy,follow up
Hepatitis D,"Hepatitis D, also known as the hepatitis delta virus, is an infection that causes the liver to become inflamed. This swelling can impair liver function and cause long-term liver problems, including liver scarring and cancer. The condition is caused by the hepatitis D virus (HDV).",8,"joint_pain, vomiting, fatigue, yellowish_skin, nausea, loss_of_appetite, abdominal_pain, yellowing_of_eyes",joint_pain,,,,,,,,,vomiting,fatigue,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,,4.0,5.0,3.0,,,,,,,,,3,5.0,4.0,3.0,5.0,4.0,4.0,4.0,,32.0,4.0,5.0,3.0,32.0,0.7559289460184544,"consult doctor, medication, eat healthy, follow up",consult doctor,medication,eat healthy,follow up
